pair_id,batch,stratum,corpus,query_id,doc_id,selection_reason,annotator,label,shortlist_pick,notes,model,agent_sha256,prompt_sha256,run,chars_sent,parsed_ok,judged_at,draw
j_8e2f16d04a9d__r_b635334c254b,0,a1_recheck,a1,j_8e2f16d04a9d,r_b635334c254b,a1_recheck,llm:claude-sonnet-5:run2,No Fit,,".NET/C# desktop dev, no AWS/cloud/serverless/IaC evidence required for this principal cloud role",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,52b8c2d9bf94c7d511bf5201419cbb078bcf8a865fa5d346dcf36758093da99a,2,5977,True,2026-08-30T07:01:46+00:00,a1_recheck
j_81bfd39d8a31__r_52936a56ec83,0,a1_recheck,a1,j_81bfd39d8a31,r_52936a56ec83,a1_recheck,llm:claude-sonnet-5:run2,No Fit,,"No manufacturing cost/standard costing exp, no ERP costing, only 3 yrs vs 5 required.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,43ea6befd79eacca317367a8b89343f885d1b788f671386068c69ed450ad81ed,2,8096,True,2026-08-30T07:01:46+00:00,a1_recheck
j_abdeb82e4b82__r_3f37a16fe433,0,a1_recheck,a1,j_abdeb82e4b82,r_3f37a16fe433,a1_recheck,llm:claude-sonnet-5:run2,No Fit,,"No management/scrum master experience, no ITS/V2X domain, no seniority for manager role",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,4a5deda944298547b24a219a420c33fd9979add0ad993cea2e51bcbfd23d6cfd,2,5875,True,2026-08-30T07:01:46+00:00,a1_recheck
j_f4f1a1e6c67d__r_d4231a28f017,0,a1_recheck,a1,j_f4f1a1e6c67d,r_d4231a28f017,a1_recheck,llm:claude-sonnet-5:run2,No Fit,,"Administrative/clerical background, no data engineering, SQL, cloud, or programming experience.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,b8b597e49220ff2069958c96ffb254efe03304327f2dd61993af7b9207e7f0f2,2,12214,True,2026-08-30T07:01:47+00:00,a1_recheck
j_39e6a4ffe7ea__r_708f5eca7774,0,a1_recheck,a1,j_39e6a4ffe7ea,r_708f5eca7774,a1_recheck,llm:claude-sonnet-5:run2,No Fit,,"Attorney/product manager background, no SQL Server, ETL, or data engineering experience shown.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,e8ded5f71d69cdbface6b8c595d7c0799437571b638cd3fa9b6e9ad8868ddb2d,2,13233,True,2026-08-30T07:01:47+00:00,a1_recheck
j_8e2f16d04a9d__r_e741e1ca6ee8,0,a1_recheck,a1,j_8e2f16d04a9d,r_e741e1ca6ee8,a1_recheck,llm:claude-sonnet-5:run2,No Fit,,"Security/QA testing background, no AWS cloud, serverless, IaC, or CICD leadership experience matching role.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,bdc0d7d3c7e0e93d0afc2235f8c437368a60411f9fc9afe5b915db73616edf97,2,9322,True,2026-08-30T07:01:47+00:00,a1_recheck
j_96229719e2cd__r_60d5e723d074,0,a1_recheck,a1,j_96229719e2cd,r_60d5e723d074,a1_recheck,llm:claude-sonnet-5:run2,Potential Fit,,"Strong SQL/analytics/Python & marketing project experience, but no web analytics/AB testing evidence, general analyst no",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,65e748f5f4307c230f2d238c99e196114e590a01bcbb8103f6995a8206bfdf02,2,10550,True,2026-08-30T07:01:50+00:00,a1_recheck
j_2aca137d8852__r_3e706bc3f2ad,0,a1_recheck,a1,j_2aca137d8852,r_3e706bc3f2ad,a1_recheck,llm:claude-sonnet-5:run2,No Fit,,No C++ or software engineering experience; military/business background unrelated to role.,claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,df84638207b80bcb1b38ce674a1147159e95071963425e1d7042ce14a8c733ea,2,7486,True,2026-08-30T07:01:50+00:00,a1_recheck
j_3149433013e5__r_af6a8343706f,0,a1_recheck,a1,j_3149433013e5,r_af6a8343706f,a1_recheck,llm:claude-sonnet-5:run2,No Fit,,"No Java/AWS/SQL, no Fintech/Payments, background is embedded C/C++ systems, not full-stack.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,0475d3bb01fdbea7cd7e461e488fb9517d57ffea3084daa6563259b3393acae4,2,6840,True,2026-08-30T07:01:51+00:00,a1_recheck
j_7745d1936d3f__r_a79ee88e30ff,0,a1_recheck,a1,j_7745d1936d3f,r_a79ee88e30ff,a1_recheck,llm:claude-sonnet-5:run2,No Fit,,"Data Analyst background, not a BA role; healthcare BA experience with requirements gathering/client-facing work is missi",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,e0fe2c5d31e0bf41d4153842e3a966032638b4d1c6d67d3ee0fac2a30f92901f,2,12154,True,2026-08-30T07:01:51+00:00,a1_recheck
j_3149433013e5__r_2a58ebc46ba5,0,a1_recheck,a1,j_3149433013e5,r_2a58ebc46ba5,a1_recheck,llm:claude-sonnet-5:run2,No Fit,,Needs 8+ yrs lead fintech Java/AWS; candidate is QA/junior dev with no leadership evidence,claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,0f7e9916732a390dc6da79a75ebaf9fdda0806cd058580f4bcfae354c3ed80b8,2,6506,True,2026-08-30T07:01:51+00:00,a1_recheck
j_ab265623439d__r_5351c9fe242e,0,a1_recheck,a1,j_ab265623439d,r_5351c9fe242e,a1_recheck,llm:claude-sonnet-5:run2,No Fit,,QA engineer with no Salesforce/Vlocity/telecom BA experience; different profession entirely.,claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,d44ed891838c2a9d965909f77b0e700829b4e5f1269c9cf663a1b65e689aa039,2,6150,True,2026-08-30T07:01:51+00:00,a1_recheck
j_978d084a319f__r_6de8c60312de,0,a1_recheck,a1,j_978d084a319f,r_6de8c60312de,a1_recheck,llm:claude-sonnet-5:run2,No Fit,,"Tax accountant, no construction industry experience, not senior enough (7-10+ yrs required)",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,82222dd0848c6d4e87271e5822d2f9ccc43b795ef2d7f770da73858785d7b7eb,2,7526,True,2026-08-30T07:01:51+00:00,a1_recheck
j_9114d6480e8e__r_e741e1ca6ee8,0,a1_recheck,a1,j_9114d6480e8e,r_e741e1ca6ee8,a1_recheck,llm:claude-sonnet-5:run2,No Fit,,"Security/QA/network background, no .NET/C# software engineering experience matching JD core requirements.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,f338bbeb617f226c81d1da175f71a81421211478d287e556122094fce83e4511,2,9023,True,2026-08-30T07:01:52+00:00,a1_recheck
j_244f893f44d8__r_e5b671d6d5ea,0,a1_recheck,a1,j_244f893f44d8,r_e5b671d6d5ea,a1_recheck,llm:claude-sonnet-5:run2,Potential Fit,,"Strong SSIS/T-SQL/DWH exp but lacks Python, deep cloud platform, and streaming pipeline tools required.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,4bb426456d2cca901d1ee9dd9367f62c550cdfe952756a5566fbb4108f1a7cc7,2,10245,True,2026-08-30T07:01:53+00:00,a1_recheck
j_244f893f44d8__r_7d9919ce0c9e,0,a1_recheck,a1,j_244f893f44d8,r_7d9919ce0c9e,a1_recheck,llm:claude-sonnet-5:run2,Potential Fit,,Strong ETL/cloud/data pipeline exp but under 6+ yrs and lacks explicit ADF/Dataflow/ksqlDB depth.,claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,69fd706e0753b68b794fddc3a6cb251289b6d44801a1ecf2608bb6ffea429dc7,2,8446,True,2026-08-30T07:01:54+00:00,a1_recheck
j_39e6a4ffe7ea__r_708f5eca7774,0,a1_recheck,a1,j_39e6a4ffe7ea,r_708f5eca7774,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,"Attorney/product management background, no SQL Server, ETL, or data engineering experience shown.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,e8ded5f71d69cdbface6b8c595d7c0799437571b638cd3fa9b6e9ad8868ddb2d,3,13233,True,2026-08-30T07:01:58+00:00,a1_recheck
j_f4f1a1e6c67d__r_d4231a28f017,0,a1_recheck,a1,j_f4f1a1e6c67d,r_d4231a28f017,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,"Clerical/admin background, no data engineering, SQL, cloud, or pipeline experience.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,b8b597e49220ff2069958c96ffb254efe03304327f2dd61993af7b9207e7f0f2,3,12214,True,2026-08-30T07:01:59+00:00,a1_recheck
j_39e6a4ffe7ea__r_cfef6a354732,0,a1_recheck,a1,j_39e6a4ffe7ea,r_cfef6a354732,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,"Candidate has accounting/insurance/sales background, no data engineering or SQL Server experience.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,a247ab870493a7ca5334ac08c9ec8e054aa6eb377e8bacff622bcdcbc7108773,3,14010,True,2026-08-30T07:01:59+00:00,a1_recheck
j_81bfd39d8a31__r_e72f975e1554,0,a1_recheck,a1,j_81bfd39d8a31,r_e72f975e1554,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,"Software/Solution Architect background, no accounting/cost accounting or GAAP experience at all.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,8f77e38d3d6393e48b0075ccee0f0a9545e516e6f9b70c41a3ae37b90bf8b7d0,3,9989,True,2026-08-30T07:01:59+00:00,a1_recheck
j_f5e9f3bdbe1e__r_576a62182bc4,0,a1_recheck,a1,j_f5e9f3bdbe1e,r_576a62182bc4,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,"No BA/requirements experience, no PBM, no SQL/Agile - pharma customer service background only",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,03ae713f7b3fa5aca32315f48c8311534f5449983e4eb41622b8e96691a75ccf,3,7279,True,2026-08-30T07:01:59+00:00,a1_recheck
j_81bfd39d8a31__r_52936a56ec83,0,a1_recheck,a1,j_81bfd39d8a31,r_52936a56ec83,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,"No manufacturing cost accounting/ERP/standard costing experience; only 3 yrs vs 5 yrs required, no supervisory role.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,43ea6befd79eacca317367a8b89343f885d1b788f671386068c69ed450ad81ed,3,8096,True,2026-08-30T07:01:59+00:00,a1_recheck
j_8e2f16d04a9d__r_b635334c254b,0,a1_recheck,a1,j_8e2f16d04a9d,r_b635334c254b,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,"No AWS/cloud, serverless, IaC, or CICD evidence; skills are .NET/C# stack, not AWS-focused role",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,52b8c2d9bf94c7d511bf5201419cbb078bcf8a865fa5d346dcf36758093da99a,3,5977,True,2026-08-30T07:02:00+00:00,a1_recheck
j_8e2f16d04a9d__r_e741e1ca6ee8,0,a1_recheck,a1,j_8e2f16d04a9d,r_e741e1ca6ee8,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,"Network security/QA background, no AWS/cloud, IaC, or serverless experience matching this senior cloud engineering role.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,bdc0d7d3c7e0e93d0afc2235f8c437368a60411f9fc9afe5b915db73616edf97,3,9322,True,2026-08-30T07:02:00+00:00,a1_recheck
j_abdeb82e4b82__r_3f37a16fe433,0,a1_recheck,a1,j_abdeb82e4b82,r_3f37a16fe433,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,"No management/scrum leadership experience; JD needs 8+ yrs mgr/SME, candidate is individual dev, no ITS/V2X exposure",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,4a5deda944298547b24a219a420c33fd9979add0ad993cea2e51bcbfd23d6cfd,3,5875,True,2026-08-30T07:02:00+00:00,a1_recheck
j_6057b152b402__r_9a1f6ae662f5,0,a1_recheck,a1,j_6057b152b402,r_9a1f6ae662f5,a1_recheck,llm:claude-sonnet-5:run3,Potential Fit,,"Strong BA/data skills & fraud analytics, but no telecom or promo/defect experience specifically.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,76171477ede7ef9ec07975c469fb8a8ace25435cc49bcd86ccc1f3ea16cce881,3,3908,True,2026-08-30T07:02:00+00:00,a1_recheck
j_2aca137d8852__r_3e706bc3f2ad,0,a1_recheck,a1,j_2aca137d8852,r_3e706bc3f2ad,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,"No C++ or software engineering experience; unrelated background (military, business ownership).",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,df84638207b80bcb1b38ce674a1147159e95071963425e1d7042ce14a8c733ea,3,7486,True,2026-08-30T07:02:04+00:00,a1_recheck
j_7745d1936d3f__r_a79ee88e30ff,0,a1_recheck,a1,j_7745d1936d3f,r_a79ee88e30ff,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,"Data analyst, not BA; no requirements-gathering/BA experience; healthcare exposure exists but role mismatch",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,e0fe2c5d31e0bf41d4153842e3a966032638b4d1c6d67d3ee0fac2a30f92901f,3,12154,True,2026-08-30T07:02:05+00:00,a1_recheck
j_3149433013e5__r_af6a8343706f,0,a1_recheck,a1,j_3149433013e5,r_af6a8343706f,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,"No Java/AWS/SQL, no fintech/payments, embedded C++ background mismatched to fintech lead role",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,0475d3bb01fdbea7cd7e461e488fb9517d57ffea3084daa6563259b3393acae4,3,6840,True,2026-08-30T07:02:05+00:00,a1_recheck
j_ab265623439d__r_5351c9fe242e,0,a1_recheck,a1,j_ab265623439d,r_5351c9fe242e,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,QA engineer with no Salesforce/Vlocity/Telecom BA experience; completely different domain.,claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,d44ed891838c2a9d965909f77b0e700829b4e5f1269c9cf663a1b65e689aa039,3,6150,True,2026-08-30T07:02:06+00:00,a1_recheck
j_3149433013e5__r_2a58ebc46ba5,0,a1_recheck,a1,j_3149433013e5,r_2a58ebc46ba5,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,Needs 8+ yrs lead-level Fintech Java/AWS; candidate is entry-level Python/QA with limited Java exp.,claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,0f7e9916732a390dc6da79a75ebaf9fdda0806cd058580f4bcfae354c3ed80b8,3,6506,True,2026-08-30T07:02:06+00:00,a1_recheck
j_978d084a319f__r_6de8c60312de,0,a1_recheck,a1,j_978d084a319f,r_6de8c60312de,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,"Tax accountant, no construction industry experience; needs 7-10+ yrs construction accounting, Viewpoint software.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,82222dd0848c6d4e87271e5822d2f9ccc43b795ef2d7f770da73858785d7b7eb,3,7526,True,2026-08-30T07:02:06+00:00,a1_recheck
j_9114d6480e8e__r_e741e1ca6ee8,0,a1_recheck,a1,j_9114d6480e8e,r_e741e1ca6ee8,a1_recheck,llm:claude-sonnet-5:run3,No Fit,,"Security/QA background, no .NET/C# dev experience; different profession from required .NET software engineer role.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,f338bbeb617f226c81d1da175f71a81421211478d287e556122094fce83e4511,3,9023,True,2026-08-30T07:02:06+00:00,a1_recheck
j_244f893f44d8__r_7d9919ce0c9e,0,a1_recheck,a1,j_244f893f44d8,r_7d9919ce0c9e,a1_recheck,llm:claude-sonnet-5:run3,Potential Fit,,"Strong ETL/cloud/SQL exp but only 3 yrs vs 6+ req, no SSIS/ksqlDB/ADF mentioned, citizenship unclear",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,69fd706e0753b68b794fddc3a6cb251289b6d44801a1ecf2608bb6ffea429dc7,3,8446,True,2026-08-30T07:02:06+00:00,a1_recheck
j_96229719e2cd__r_60d5e723d074,0,a1_recheck,a1,j_96229719e2cd,r_60d5e723d074,a1_recheck,llm:claude-sonnet-5:run3,Potential Fit,,"Strong SQL/data analysis background but lacks marketing analytics, AB testing, or web analytics tool evidence.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,65e748f5f4307c230f2d238c99e196114e590a01bcbb8103f6995a8206bfdf02,3,10550,True,2026-08-30T07:02:07+00:00,a1_recheck
j_244f893f44d8__r_e5b671d6d5ea,0,a1_recheck,a1,j_244f893f44d8,r_e5b671d6d5ea,a1_recheck,llm:claude-sonnet-5:run3,Potential Fit,,"Strong SSIS/T-SQL/DWH exp matches core, but lacks Python and hands-on streaming/cloud pipeline tools required.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,4bb426456d2cca901d1ee9dd9367f62c550cdfe952756a5566fbb4108f1a7cc7,3,10245,True,2026-08-30T07:02:08+00:00,a1_recheck
j_81bfd39d8a31__r_6a87d731bc57,0,a1_recheck,a1,j_81bfd39d8a31,r_6a87d731bc57,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"QA software tester, no cost/GL accounting or manufacturing ERP experience; different profession.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,ac9699c1636623782ce3907563959ae0100a2538762e602b9e1115316b14dcc4,1,8143,True,2026-08-30T07:19:45+00:00,a1_recheck
j_ad805ae910b9__r_39101c81b1e5,0,a1_recheck,a1,j_ad805ae910b9,r_39101c81b1e5,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"No React/Node/Nest.js, no lead experience, mostly iOS/mobile background, no fit for lead role.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,bc1183314af65ab4f73d1cd2dcf710b6a629cd92a2852385bd3fe8885b0997c0,1,3989,True,2026-08-30T07:19:45+00:00,a1_recheck
j_0f46c793ecea__r_1492d7a5d4ae,0,a1_recheck,a1,j_0f46c793ecea,r_1492d7a5d4ae,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Medical coding/billing background, not senior GL accounting; no SAP, no 10+ yrs, no IFRS/GAAP evidence.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,9147c660839a31f02f8fdd14a959a34e0626c16ccb907d8e634239d8fb02a064,1,7525,True,2026-08-30T07:19:45+00:00,a1_recheck
j_654c6710b9c6__r_cfef6a354732,0,a1_recheck,a1,j_654c6710b9c6,r_cfef6a354732,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"No BA experience, requirements gathering, or Agile background; unrelated accounting/insurance career.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,d359f15314cd0b9754974046f43b17d6a2e87b19ed6d3d1b2b185acffab85973,1,7284,True,2026-08-30T07:19:45+00:00,a1_recheck
j_f4f1a1e6c67d__r_282df938bf67,0,a1_recheck,a1,j_f4f1a1e6c67d,r_282df938bf67,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Entry-level stats/data analyst intern; no data engineering, pipelines, Hadoop/cloud, or Teradata experience.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,421c53b9bcab5402f1cbc4decd9de4e95ffe02f0cd129d72e3cddf07e98d8525,1,9292,True,2026-08-30T07:19:45+00:00,a1_recheck
j_f4f1a1e6c67d__r_9ddad6feab89,0,a1_recheck,a1,j_f4f1a1e6c67d,r_9ddad6feab89,a1_recheck,llm:claude-sonnet-5:run1,Good Fit,,"13+ yrs data warehousing/ETL, Hadoop, SQL, BI/Tableau-like tools; matches core Teradata/Hadoop/BI reqs.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,34a532d8da7de5408393c08311bef4361942cf67c80161a91b97717432c6f6a2,1,16146,True,2026-08-30T07:19:45+00:00,a1_recheck
j_17d9c4a276a8__r_d0a9a235028a,0,a1_recheck,a1,j_17d9c4a276a8,r_d0a9a235028a,a1_recheck,llm:claude-sonnet-5:run1,Potential Fit,,"Strong distributed systems/scale experience but ~8 yrs total vs 8+ req, no tech leadership evidence shown.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,ab96d6007ae76f918d4c03ad0166c868430a06c2302aff8eccc00d78f5f21d0f,1,8205,True,2026-08-30T07:19:45+00:00,a1_recheck
j_861699f75614__r_4f4670a5e744,0,a1_recheck,a1,j_861699f75614,r_4f4670a5e744,a1_recheck,llm:claude-sonnet-5:run1,Potential Fit,,Strong GL/AP/AR/audit experience but no CPG/inventory background; solid accounting fundamentals otherwise.,claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,0d5fd4f3b4be2b0e1a4505e500c85bc5247edd269343373c620a40a32592edab,1,6877,True,2026-08-30T07:19:46+00:00,a1_recheck
j_5f893d618242__r_3c191b7fe1d1,0,a1_recheck,a1,j_5f893d618242,r_3c191b7fe1d1,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Banking/teller background, minimal accounting; no manufacturing, cost accounting, or GAAP/senior experience.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,d8d2d7597d80370be290669e8816ff4f39e345ceff84b9166120b583b5d33640,1,5520,True,2026-08-30T07:19:46+00:00,a1_recheck
j_f4f1a1e6c67d__r_9a033c9f29fc,0,a1_recheck,a1,j_f4f1a1e6c67d,r_9a033c9f29fc,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Legacy DBA/ETL background (Oracle/Sybase); no Hadoop, cloud, Python/Scala, or modern pipeline experience.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,aa9c7b5bebf261c72a70b99d43781d50d05caece7e44dfa273668c00756c8af2,1,13409,True,2026-08-30T07:19:46+00:00,a1_recheck
j_53f27e4b9117__r_72e3ab6f867a,0,a1_recheck,a1,j_53f27e4b9117,r_72e3ab6f867a,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Candidate is a software engineer/developer, not a Business Analyst; no requirements-analysis experience shown.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,0ab856432128bc6359b23431a57773cc60e8dbbbd987ffd0f272e8ede7315718,1,6934,True,2026-08-30T07:19:49+00:00,a1_recheck
j_fc6de709764a__r_a4dad8e574a8,0,a1_recheck,a1,j_fc6de709764a,r_a4dad8e574a8,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"QA/testing background, no JDE World/E1, Job Cost or Procurement experience at all.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,671914903f51f0b84c14fd8da1f9f83a694ea40fe58f755c41f19963d3e3b6c0,1,7247,True,2026-08-30T07:19:50+00:00,a1_recheck
j_d0f612320973__r_9ddad6feab89,0,a1_recheck,a1,j_d0f612320973,r_9ddad6feab89,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Data warehouse/BI candidate, no electrical engineering, PLC/HMI, or manufacturing electrical background.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,5a74140996098c16f5ad4559bbcd9a3bd0e1211812b1af66cabda617f356e91c,1,16481,True,2026-08-30T07:19:50+00:00,a1_recheck
j_db1793c46788__r_1486e59ff040,0,a1_recheck,a1,j_db1793c46788,r_1486e59ff040,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"No corporate accounting/auditor experience, no degree completed, unrelated job history; not senior accountant level",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,2213764ba94c21864b22705d51025b406d1089d07dc2721ddc915a46df479ea4,1,4555,True,2026-08-30T07:19:50+00:00,a1_recheck
j_b1f71188eb64__r_60d5e723d074,0,a1_recheck,a1,j_b1f71188eb64,r_60d5e723d074,a1_recheck,llm:claude-sonnet-5:run1,Potential Fit,,Strong data analysis skills but lacks engineering/regulatory compliance & documentation experience the JD requires.,claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,7236608351e491dfb0efa3d4922176296f8422423fe2fa3a5295e87d758fe68b,1,7198,True,2026-08-30T07:19:50+00:00,a1_recheck
j_6057b152b402__r_52936a56ec83,0,a1_recheck,a1,j_6057b152b402,r_52936a56ec83,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"Accounting background, no telecom/BA/promo or defect analysis experience; different profession.",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,de81bceb45faf2363f71cebd34a674bccac1a2ce82fefd384813bd4c3ba2a1a6,1,5664,True,2026-08-30T07:19:50+00:00,a1_recheck
j_8e2f16d04a9d__r_4e7617c6f551,0,a1_recheck,a1,j_8e2f16d04a9d,r_4e7617c6f551,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,".NET/SQL Server background, no AWS/cloud, no serverless/IaC/CICD leadership experience required for this role",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,46c74630bce274829b6ddf5eeaae76f979c5801d0234892229f5795159fc1c0c,1,15146,True,2026-08-30T07:19:50+00:00,a1_recheck
j_b1f71188eb64__r_9a1f6ae662f5,0,a1_recheck,a1,j_b1f71188eb64,r_9a1f6ae662f5,a1_recheck,llm:claude-sonnet-5:run1,No Fit,,"JD needs engineering documentation/regulatory compliance role; CV is data/fraud analytics, no engineering domain evidenc",claude-sonnet-5,47fc2e488a1b13536989e8dcd7bbd7e6d23d8351e32053fdfc0b30ffa90cb890,ec73ac1f288d708896a968f2fe361db1c67667f6fa7c59c44194fe5a44927b22,1,4529,True,2026-08-30T07:19:50+00:00,a1_recheck
